DOF Gross Floor Area,Year Built,Number of Buildings - Self-reported,Occupancy,Site EUI (kBtu/ft²),Weather Normalized Site Electricity Intensity (kWh/ft²),Weather Normalized Site Natural Gas Intensity (therms/ft²),Water Intensity (All Water Sources) (gal/ft²),Latitude,Longitude,Community Board,Census Tract,log_Direct GHG Emissions (Metric Tons CO2e),log_Water Intensity (All Water Sources) (gal/ft²),Borough_Queens,Borough_Staten Island,Largest Property Use Type_Adult Education,Largest Property Use Type_Automobile Dealership,Largest Property Use Type_Bank Branch,Largest Property Use Type_College/University,Largest Property Use Type_Convenience Store without Gas Station,Largest Property Use Type_Courthouse,Largest Property Use Type_Distribution Center,Largest Property Use Type_Enclosed Mall,Largest Property Use Type_Financial Office,Largest Property Use Type_Hospital (General Medical & Surgical),Largest Property Use Type_Hotel,Largest Property Use Type_K-12 School,Largest Property Use Type_Library,Largest Property Use Type_Mailing Center/Post Office,Largest Property Use Type_Manufacturing/Industrial Plant,Largest Property Use Type_Medical Office,Largest Property Use Type_Movie Theater,Largest Property Use Type_Multifamily Housing,Largest Property Use Type_Museum,Largest Property Use Type_Non-Refrigerated Warehouse,Largest Property Use Type_Other,Largest Property Use Type_Other - Education,Largest Property Use Type_Other - Entertainment/Public Assembly,Largest Property Use Type_Other - Lodging/Residential,Largest Property Use Type_Other - Mall,Largest Property Use Type_Other - Public Services,Largest Property Use Type_Other - Recreation,Largest Property Use Type_Other - Services,Largest Property Use Type_Other - Specialty Hospital,Largest Property Use Type_Outpatient Rehabilitation/Physical Therapy,Largest Property Use Type_Parking,Largest Property Use Type_Performing Arts,Largest Property Use Type_Pre-school/Daycare,Largest Property Use Type_Refrigerated Warehouse,"Largest Property Use Type_Repair Services (Vehicle, Shoe, Locksmith, etc.)",Largest Property Use Type_Residence Hall/Dormitory,Largest Property Use Type_Residential Care Facility,Largest Property Use Type_Restaurant,Largest Property Use Type_Retail Store,Largest Property Use Type_Self-Storage Facility,Largest Property Use Type_Senior Care Community,Largest Property Use Type_Social/Meeting Hall,Largest Property Use Type_Strip Mall,Largest Property Use Type_Supermarket/Grocery Store,Largest Property Use Type_Urgent Care/Clinic/Other Outpatient,Largest Property Use Type_Wholesale Club/Supercenter,Largest Property Use Type_Worship Facility
82644.0,1922,1,100,55.4,4.5,0.0,,40.76251,-73.970085,5.0,11203.0,1.33500106673234,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51317.0,1925,1,100,118.7,3.6,1.1,,40.849371999999995,-73.832075,10.0,26601.0,5.662960480135946,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84000.0,1939,1,100,94.7,3.7,0.9,,40.640791,-73.962404,14.0,514.0,5.901539839579995,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66832.0,1989,1,100,101.0,4.4,0.9,72.31,40.863602,-73.869382,11.0,33202.0,5.72194977861165,4.28096243218686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66577.0,1936,1,100,75.0,10.8,0.1,14.43,40.751553,-73.98415200000001,5.0,84.0,5.169346985251076,2.6693093727857793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118800.0,1917,1,100,49.8,2.0,0.5,,40.631824,-74.02934499999999,10.0,66.0,5.741399338227508,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52030.0,1924,1,100,101.2,5.2,0.1,,40.844819,-73.878502,6.0,361.0,5.741720313996593,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51800.0,1964,1,100,88.3,4.5,0.8,50.52,40.586363,-73.966233,13.0,37401.0,5.3003153692107094,3.9223692974822906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84772.0,1911,1,100,95.8,13.4,0.5,24.44,40.744802,-73.995114,4.0,91.0,5.135798437050262,3.1962211343033946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51180.0,1940,1,100,104.2,4.1,0.0,,40.891873,-73.860168,12.0,420.0,5.976350909297934,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60000.0,1961,1,100,76.3,6.9,0.6,34.89,40.73469,-74.009371,2.0,75.0,5.108366782589591,3.5522002551986827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81133.0,1928,1,100,56.9,5.5,,30.08,40.787718,-73.95534,8.0,16001.0,5.1480757032174935,3.403860499081639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125075.0,1975,1,100,87.7,14.2,0.4,,40.853773,-73.881558,6.0,393.0,5.412984441526163,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104238.0,1924,1,100,59.1,,0.5,28.06,40.782227,-73.976157,7.0,165.0,5.529032183358565,3.3343450746743146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186000.0,1968,1,100,9.4,1.1,0.1,1.87,40.809593,-73.90734599999999,1.0,31.0,3.9589065913269965,0.6259384308664954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97798.0,1909,1,100,93.8,10.8,0.1,,40.708763,-74.007243,1.0,1502.0,3.2108436531709366,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200000.0,1953,1,100,78.4,6.0,,54.93,40.747243,-73.981208,6.0,72.0,6.809701338506749,4.006059647354529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57240.0,1922,1,100,70.8,3.8,0.6,61.62,40.834210999999996,-73.919602,4.0,197.0,5.349485653122436,4.120986493168521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60000.0,1925,1,100,98.2,5.1,0.5,69.96,40.84241,-73.938743,12.0,253.0,5.849324779946859,4.247923650150401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160311.0,1963,1,100,105.5,5.3,0.0,,40.766496999999994,-73.958878,8.0,126.0,3.039749158970765,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66000.0,1950,1,100,72.9,3.4,0.7,,40.824825,-73.879239,9.0,5001.0,5.361761539104571,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56614.0,1930,1,100,35.7,5.6,0.2,9.54,40.725097,-74.009261,2.0,37.0,3.960813169597578,2.255493485460195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67536.0,1991,1,100,78.7,7.4,0.6,57.58,40.804041,-73.963095,9.0,199.0,5.348059458442851,4.05317528518403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64058.0,1925,1,100,76.0,5.8,0.6,30.33,40.777194,-73.95985,8.0,142.0,5.244389024522481,3.41213732170049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81450.0,1936,1,100,116.1,6.2,0.0,,40.856445,-73.90055,5.0,23704.0,6.3833377016966795,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192471.0,1920,1,80,37.4,6.9,0.2,16.97,40.724373,-73.99986700000001,2.0,49.0,5.081404364984463,2.831447079246135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
389438.0,1939,1,95,104.9,16.0,,,40.757529999999996,-73.977946,5.0,96.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188760.0,1974,1,100,191.3,9.9,1.6,88.94,40.859846000000005,-73.830281,11.0,310.0,7.365180126021013,4.48796198508255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
64368.0,1928,1,100,86.1,4.5,0.5,,40.872516999999995,-73.903252,8.0,273.0,5.591360045241914,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60165.0,1926,1,100,153.0,7.2,0.1,,40.863682,-73.920962,12.0,293.0,6.341769244038871,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79012.0,1951,1,100,88.4,3.4,0.8,71.38,,,,,5.772686453303412,4.268017718062014,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181700.0,1929,1,100,60.8,4.0,0.0,,40.835299,-73.916948,4.0,197.0,6.422109953746444,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145936.0,1910,1,100,110.1,4.7,0.9,523.77,40.808626000000004,-73.92177099999999,1.0,25.0,6.590301048196686,6.261052656664792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55411.0,2014,1,100,104.1,19.1,,,40.746413000000004,-73.991382,5.0,95.0,4.760463070394127,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173915.0,2009,1,100,52.0,6.9,0.3,,40.765587,-73.98808000000001,4.0,133.0,5.575570243509278,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131817.0,1920,1,95,48.5,,,,40.717744,-74.003297,1.0,33.0,4.633757642840004,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
675986.0,1962,1,100,123.7,13.3,,24.36,40.743478,-73.98607,5.0,56.0,,3.192942442841696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115223.0,1963,1,100,92.2,4.2,0.0,,,,,,6.501139509116577,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185016.0,1953,2,100,79.2,5.0,0.7,36.74,,,,,6.562020275081739,3.6038660797869797,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155586.0,1937,1,100,63.7,3.1,0.6,50.41,40.675098,-73.94787,8.0,315.0,6.086320078120661,3.9201895680945396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57122.0,1926,1,100,85.0,9.2,0.6,,40.660528,-73.96064399999999,9.0,79802.0,5.190732155868099,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71151.0,1928,1,100,96.7,5.4,0.1,38.19,40.739278999999996,-73.98629100000001,6.0,68.0,6.081533744196849,3.6425737012374246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1800000.0,1985,1,100,139.9,21.0,0.7,54.97,40.758267,-73.98546800000001,5.0,119.0,8.79777511737771,4.006787581872569,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64885.0,1927,1,100,84.8,5.0,0.7,135.33,40.817599,-73.941227,10.0,230.0,5.5443958891447425,4.907716240088415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151960.0,1961,1,100,75.1,10.0,0.4,,,,,,5.842964538789538,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192000.0,1951,1,100,47.8,3.3,0.4,23.33,40.794364,-73.973874,7.0,183.0,6.066108090103747,3.1497400860333387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112898.0,1961,1,100,128.6,10.8,0.0,85.1,40.732592,-73.983417,6.0,48.0,2.6390573296152584,4.443827035579329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
62000.0,1917,1,100,68.8,13.0,,29.83,40.750013,-73.98236899999999,5.0,82.0,4.653007515402251,3.395514598526657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88400.0,2007,1,100,64.3,,,,40.641735,-73.986599,12.0,226.0,4.530446639792155,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57195.0,1920,1,100,84.1,3.8,0.7,43.05,40.842052,-73.940189,12.0,253.0,5.372496764722288,3.7623622308737397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2438059.0,1970,1,85,91.2,12.4,,18.15,40.761522,-73.983994,5.0,131.0,,2.8986705607108596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50411.0,2008,1,100,63.1,2.3,,110.6,40.828818,-73.90826899999999,3.0,185.0,4.993828175779875,4.7059200890882344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51348.0,1937,1,100,121.9,3.5,1.1,,40.86338,-73.929509,12.0,287.0,5.704115752446321,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151686.0,1988,1,100,118.7,12.4,0.8,49.22,40.744871999999994,-73.98005400000001,6.0,72.0,5.39544407727876,3.89630004496291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
387094.0,1977,1,100,87.3,6.7,0.7,46.72,40.751583000000004,-73.970383,6.0,90.0,7.184098306763924,3.8441723385199715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68870.0,1923,1,100,110.0,5.6,1.0,82.33,40.853970000000004,-73.914792,5.0,24501.0,5.799092654460526,4.410735561310335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90273.0,1930,1,100,76.2,3.9,0.6,45.78,,,,,5.724891437866436,3.8238473145244205,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78646.0,1911,1,100,162.4,11.4,0.4,92.08,40.740393,-73.988947,5.0,56.0,6.47126379226885,4.522657764413627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53449.0,1925,1,100,73.4,5.7,,,40.749918,-73.995886,4.0,97.0,5.3706380281276624,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113284.0,1908,1,100,100.3,8.1,0.0,15.28,40.740649,-73.99140799999999,5.0,58.0,6.456769655572163,2.7265447837383743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80500.0,1928,1,100,76.4,3.8,0.7,65.34,40.667289000000004,-73.961722,9.0,213.0,5.593223284089137,4.179604406172924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67200.0,1960,1,100,61.5,1.0,0.6,54.68,,,,,5.364573162325102,4.001498011855749,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251500.0,1963,1,100,94.7,5.6,,,40.711383000000005,-73.98265,3.0,202.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
387428.0,1940,1,100,109.1,9.8,0.8,,40.767309999999995,-73.980141,5.0,137.0,7.3866567051634835,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68992.0,1902,1,100,53.5,1.1,0.5,31.13,40.786736,-73.95451,8.0,16001.0,5.204006687076795,3.4381719844535166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
